LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01002533,Hillingdon 005A,E09000017,Hillingdon,17.077,16920.000,6.000,0.118,13954.000,5.000,0.090,14319.000,5.000,18.626,14682.000,5.000,-0.286,20447.000,7.000,-0.112,18318.000,6.000,27.052,9214.000,3.000,11.012,22995.000,8.000
E01002534,Hillingdon 005B,E09000017,Hillingdon,9.663,24926.000,8.000,0.080,19595.000,6.000,0.049,24912.000,8.000,6.469,25636.000,8.000,-0.579,24438.000,8.000,0.053,15844.000,5.000,19.502,17272.000,6.000,14.535,19622.000,6.000
E01002535,Hillingdon 007E,E09000017,Hillingdon,8.346,26634.000,9.000,0.062,23190.000,8.000,0.043,26887.000,9.000,3.552,29068.000,9.000,-0.849,27499.000,9.000,0.001,16664.000,6.000,18.846,18067.000,6.000,23.299,12926.000,4.000
E01002536,Hillingdon 009D,E09000017,Hillingdon,9.060,25715.000,8.000,0.064,22829.000,7.000,0.047,25732.000,8.000,7.591,24381.000,8.000,-0.278,20325.000,7.000,-0.752,26802.000,9.000,24.690,11435.000,4.000,13.156,20902.000,7.000
E01002537,Hillingdon 009E,E09000017,Hillingdon,7.147,28136.000,9.000,0.052,25663.000,8.000,0.044,26702.000,9.000,4.815,27530.000,9.000,-0.631,25097.000,8.000,-0.199,19600.000,6.000,20.233,16384.000,5.000,12.852,21178.000,7.000
E01002538,Hillingdon 005C,E09000017,Hillingdon,12.169,21973.000,7.000,0.092,17579.000,6.000,0.069,18933.000,6.000,10.702,21179.000,7.000,-0.286,20433.000,7.000,-0.341,21613.000,7.000,21.837,14516.000,5.000,11.587,22394.000,7.000
E01002539,Hillingdon 005D,E09000017,Hillingdon,7.115,28177.000,9.000,0.058,24087.000,8.000,0.047,25767.000,8.000,6.321,25815.000,8.000,-0.900,27973.000,9.000,-0.225,19980.000,7.000,18.410,18601.000,6.000,11.795,22175.000,7.000
E01002540,Hillingdon 020C,E09000017,Hillingdon,27.799,9149.000,3.000,0.177,8252.000,3.000,0.117,10063.000,4.000,23.516,11605.000,4.000,0.140,13888.000,5.000,0.876,4621.000,2.000,33.359,4901.000,2.000,15.183,19037.000,6.000
E01002541,Hillingdon 023A,E09000017,Hillingdon,14.753,19169.000,6.000,0.089,18127.000,6.000,0.054,23581.000,8.000,12.134,19823.000,7.000,-0.753,26504.000,9.000,0.564,8200.000,3.000,33.950,4592.000,2.000,12.728,21294.000,7.000
E01002542,Hillingdon 020D,E09000017,Hillingdon,29.802,8115.000,3.000,0.210,6062.000,2.000,0.126,9007.000,3.000,21.854,12639.000,4.000,-0.036,16547.000,6.000,1.057,3098.000,1.000,31.229,6140.000,2.000,19.581,15615.000,5.000
E01002543,Hillingdon 020E,E09000017,Hillingdon,30.671,7704.000,3.000,0.200,6671.000,3.000,0.122,9423.000,3.000,22.858,12000.000,4.000,-0.269,20182.000,7.000,1.111,2726.000,1.000,36.646,3351.000,2.000,24.996,11785.000,4.000
E01002544,Hillingdon 023B,E09000017,Hillingdon,14.322,19620.000,6.000,0.082,19175.000,6.000,0.052,24024.000,8.000,9.658,22215.000,7.000,-0.438,22617.000,7.000,-0.066,17626.000,6.000,40.024,2183.000,1.000,12.643,21374.000,7.000
E01002545,Hillingdon 023C,E09000017,Hillingdon,42.956,3488.000,2.000,0.286,2664.000,1.000,0.172,4815.000,2.000,37.642,6013.000,2.000,0.154,13673.000,5.000,0.714,6349.000,2.000,53.191,101.000,1.000,14.518,19638.000,6.000
E01002546,Hillingdon 023D,E09000017,Hillingdon,19.602,14713.000,5.000,0.101,16167.000,5.000,0.057,22239.000,7.000,13.475,18615.000,6.000,-0.551,24070.000,8.000,-0.170,19205.000,6.000,47.238,671.000,1.000,31.309,8098.000,3.000
E01002547,Hillingdon 023E,E09000017,Hillingdon,25.050,10730.000,4.000,0.186,7585.000,3.000,0.091,14161.000,5.000,17.551,15429.000,5.000,-0.495,23362.000,8.000,0.115,14901.000,5.000,45.767,925.000,1.000,19.660,15552.000,5.000
E01002548,Hillingdon 025A,E09000017,Hillingdon,32.004,7083.000,3.000,0.219,5580.000,2.000,0.124,9194.000,3.000,42.224,4816.000,2.000,0.409,10203.000,4.000,0.253,12686.000,4.000,32.373,5443.000,2.000,21.385,14273.000,5.000
E01002549,Hillingdon 025B,E09000017,Hillingdon,21.154,13435.000,5.000,0.121,13609.000,5.000,0.097,13050.000,4.000,19.160,14282.000,5.000,-0.252,19908.000,7.000,0.355,11087.000,4.000,34.096,4525.000,2.000,20.021,15277.000,5.000
E01002550,Hillingdon 022E,E09000017,Hillingdon,29.539,8239.000,3.000,0.144,11042.000,4.000,0.101,12447.000,4.000,26.260,10176.000,4.000,0.240,12516.000,4.000,0.239,12877.000,4.000,52.288,137.000,1.000,23.356,12881.000,4.000
E01002551,Hillingdon 025C,E09000017,Hillingdon,21.816,12906.000,4.000,0.152,10346.000,4.000,0.092,14005.000,5.000,23.941,11385.000,4.000,-0.061,16951.000,6.000,0.119,14825.000,5.000,30.686,6483.000,2.000,17.919,16883.000,6.000
E01002552,Hillingdon 025D,E09000017,Hillingdon,29.289,8365.000,3.000,0.153,10199.000,4.000,0.094,13520.000,5.000,38.148,5862.000,2.000,-0.170,18678.000,6.000,1.776,441.000,1.000,26.358,9849.000,3.000,20.776,14714.000,5.000
E01002553,Hillingdon 025E,E09000017,Hillingdon,36.121,5488.000,2.000,0.200,6672.000,3.000,0.137,7800.000,3.000,41.576,4980.000,2.000,0.839,5545.000,2.000,0.796,5463.000,2.000,37.543,3000.000,1.000,17.543,17174.000,6.000
E01002554,Hillingdon 022F,E09000017,Hillingdon,27.843,9125.000,3.000,0.168,8988.000,3.000,0.105,11716.000,4.000,13.653,18459.000,6.000,-0.189,18977.000,6.000,1.558,904.000,1.000,31.169,6179.000,2.000,26.618,10798.000,4.000
E01032577,Hillingdon 033E,E09000017,Hillingdon,10.313,24122.000,8.000,0.072,21039.000,7.000,0.043,26948.000,9.000,13.857,18284.000,6.000,-0.753,26494.000,9.000,-0.026,17087.000,6.000,20.954,15561.000,5.000,20.436,14949.000,5.000
E01033724,Hillingdon 016F,E09000017,Hillingdon,10.113,24368.000,8.000,0.050,26158.000,8.000,0.025,31571.000,10.000,13.274,18805.000,6.000,-0.610,24838.000,8.000,-0.240,20200.000,7.000,30.006,6966.000,3.000,23.303,12920.000,4.000
E01033725,Hillingdon 015F,E09000017,Hillingdon,21.577,13111.000,4.000,0.100,16351.000,5.000,0.083,15748.000,5.000,12.681,19330.000,6.000,-0.034,16524.000,6.000,0.563,8220.000,3.000,40.674,2002.000,1.000,24.706,11968.000,4.000
E01002555,Hounslow 022A,E09000018,Hounslow,14.607,19332.000,6.000,0.082,19182.000,6.000,0.050,24843.000,8.000,16.423,16250.000,5.000,-0.671,25599.000,8.000,0.470,9467.000,3.000,28.092,8353.000,3.000,24.570,12048.000,4.000
E01002556,Hounslow 022B,E09000018,Hounslow,16.965,17019.000,6.000,0.114,14383.000,5.000,0.061,21258.000,7.000,15.698,16830.000,6.000,-0.235,19649.000,6.000,-0.217,19868.000,7.000,29.166,7526.000,3.000,30.708,8405.000,3.000
E01002557,Hounslow 023A,E09000018,Hounslow,25.437,10494.000,4.000,0.144,11062.000,4.000,0.088,14669.000,5.000,29.517,8779.000,3.000,-0.264,20088.000,7.000,0.369,10900.000,4.000,39.136,2443.000,1.000,30.515,8512.000,3.000
E01002558,Hounslow 023B,E09000018,Hounslow,23.820,11490.000,4.000,0.149,10562.000,4.000,0.098,12853.000,4.000,24.786,10952.000,4.000,-0.085,17339.000,6.000,0.038,16093.000,5.000,32.812,5190.000,2.000,30.085,8751.000,3.000
E01002559,Hounslow 023C,E09000018,Hounslow,25.750,10334.000,4.000,0.143,11211.000,4.000,0.092,13907.000,5.000,27.128,9762.000,3.000,-0.120,17897.000,6.000,-0.690,26108.000,8.000,47.991,569.000,1.000,27.645,10167.000,4.000
E01002560,Hounslow 023D,E09000018,Hounslow,28.577,8721.000,3.000,0.158,9824.000,3.000,0.110,11047.000,4.000,32.944,7456.000,3.000,0.278,11940.000,4.000,1.064,3039.000,1.000,29.745,7145.000,3.000,18.245,16617.000,6.000
E01002561,Hounslow 023E,E09000018,Hounslow,34.677,5999.000,2.000,0.246,4213.000,2.000,0.146,6956.000,3.000,44.665,4249.000,2.000,0.085,14745.000,5.000,0.001,16656.000,6.000,41.103,1896.000,1.000,14.183,19958.000,7.000
E01002562,Hounslow 003A,E09000018,Hounslow,32.826,6744.000,3.000,0.191,7246.000,3.000,0.118,9976.000,4.000,17.644,15366.000,5.000,0.270,12056.000,4.000,1.124,2652.000,1.000,37.446,3042.000,1.000,38.376,4848.000,2.000
E01002563,Hounslow 006A,E09000018,Hounslow,15.794,18140.000,6.000,0.081,19373.000,6.000,0.063,20798.000,7.000,3.795,28768.000,9.000,-0.650,25348.000,8.000,0.201,13487.000,5.000,29.510,7294.000,3.000,42.798,3453.000,2.000
E01002564,Hounslow 003B,E09000018,Hounslow,34.250,6163.000,2.000,0.240,4502.000,2.000,0.138,7698.000,3.000,15.098,17287.000,6.000,0.103,14468.000,5.000,1.126,2642.000,1.000,35.184,4000.000,2.000,33.455,6977.000,3.000
E01002565,Hounslow 006B,E09000018,Hounslow,18.186,15965.000,5.000,0.084,18869.000,6.000,0.044,26734.000,9.000,4.400,28041.000,9.000,-0.430,22508.000,7.000,-0.288,20867.000,7.000,36.640,3354.000,2.000,58.826,790.000,1.000
E01002566,Hounslow 003C,E09000018,Hounslow,34.247,6165.000,2.000,0.223,5370.000,2.000,0.125,9066.000,3.000,17.574,15414.000,5.000,-0.102,17593.000,6.000,0.585,7921.000,3.000,37.440,3046.000,1.000,56.539,1009.000,1.000
E01002567,Hounslow 006C,E09000018,Hounslow,21.331,13287.000,5.000,0.118,13889.000,5.000,0.062,20834.000,7.000,3.849,28711.000,9.000,-0.562,24206.000,8.000,1.383,1414.000,1.000,23.410,12751.000,4.000,46.365,2587.000,1.000
E01002568,Hounslow 003D,E09000018,Hounslow,31.740,7180.000,3.000,0.211,6014.000,2.000,0.110,11064.000,4.000,15.180,17222.000,6.000,0.732,6566.000,2.000,0.722,6260.000,2.000,39.674,2297.000,1.000,25.042,11752.000,4.000
E01002569,Hounslow 001A,E09000018,Hounslow,9.196,25541.000,8.000,0.052,25565.000,8.000,0.044,26751.000,9.000,1.181,31807.000,10.000,-0.668,25561.000,8.000,-0.307,21149.000,7.000,25.435,10713.000,4.000,29.995,8817.000,3.000
E01002570,Hounslow 001B,E09000018,Hounslow,13.410,20610.000,7.000,0.070,21527.000,7.000,0.046,25889.000,8.000,4.889,27434.000,9.000,-0.416,22329.000,7.000,0.123,14770.000,5.000,27.627,8735.000,3.000,37.983,4994.000,2.000
E01002571,Hounslow 007A,E09000018,Hounslow,5.356,30161.000,10.000,0.030,30897.000,10.000,0.022,31984.000,10.000,1.543,31400.000,10.000,-1.181,30177.000,10.000,-0.515,23989.000,8.000,23.519,12645.000,4.000,22.395,13576.000,5.000
E01002572,Hounslow 007B,E09000018,Hounslow,30.321,7879.000,3.000,0.215,5815.000,2.000,0.138,7673.000,3.000,17.944,15172.000,5.000,0.552,8490.000,3.000,0.268,12416.000,4.000,35.219,3978.000,2.000,19.508,15669.000,5.000
E01002573,Hounslow 001C,E09000018,Hounslow,12.117,22030.000,7.000,0.051,25977.000,8.000,0.036,29029.000,9.000,1.309,31675.000,10.000,-1.195,30256.000,10.000,0.356,11085.000,4.000,26.116,10070.000,4.000,46.688,2510.000,1.000
E01002574,Hounslow 001D,E09000018,Hounslow,10.811,23534.000,8.000,0.058,24301.000,8.000,0.037,28720.000,9.000,2.533,30285.000,10.000,-0.987,28712.000,9.000,0.383,10702.000,4.000,24.390,11726.000,4.000,34.972,6253.000,2.000
E01002575,Hounslow 001E,E09000018,Hounslow,7.341,27891.000,9.000,0.045,27406.000,9.000,0.030,30720.000,10.000,0.630,32412.000,10.000,-0.965,28549.000,9.000,-0.243,20232.000,7.000,24.031,12110.000,4.000,28.066,9913.000,4.000
E01002576,Hounslow 008A,E09000018,Hounslow,21.712,12986.000,4.000,0.143,11131.000,4.000,0.106,11579.000,4.000,5.936,26232.000,8.000,-0.092,17443.000,6.000,0.551,8384.000,3.000,24.909,11220.000,4.000,33.776,6811.000,3.000
E01002577,Hounslow 007C,E09000018,Hounslow,12.295,21840.000,7.000,0.071,21278.000,7.000,0.053,23849.000,8.000,1.041,31978.000,10.000,-0.916,28109.000,9.000,0.443,9871.000,4.000,23.136,13060.000,4.000,35.124,6185.000,2.000
E01002578,Hounslow 007D,E09000018,Hounslow,10.479,23903.000,8.000,0.073,20979.000,7.000,0.047,25583.000,8.000,0.742,32300.000,10.000,-1.103,29614.000,10.000,0.458,9650.000,3.000,19.286,17528.000,6.000,29.545,9076.000,3.000
E01002579,Hounslow 008B,E09000018,Hounslow,9.854,24691.000,8.000,0.053,25496.000,8.000,0.047,25523.000,8.000,0.385,32622.000,10.000,-0.891,27898.000,9.000,0.411,10284.000,4.000,24.760,11360.000,4.000,24.710,11964.000,4.000
E01002580,Hounslow 008C,E09000018,Hounslow,24.639,10987.000,4.000,0.132,12281.000,4.000,0.089,14565.000,5.000,4.397,28045.000,9.000,0.501,9065.000,3.000,0.635,7256.000,3.000,31.822,5764.000,2.000,41.556,3775.000,2.000
E01002581,Hounslow 008D,E09000018,Hounslow,11.422,22834.000,7.000,0.069,21722.000,7.000,0.048,25481.000,8.000,2.864,29903.000,10.000,-0.705,25967.000,8.000,0.575,8063.000,3.000,25.694,10463.000,4.000,21.004,14562.000,5.000
E01002582,Hounslow 008E,E09000018,Hounslow,12.129,22012.000,7.000,0.083,19095.000,6.000,0.062,20935.000,7.000,2.126,30762.000,10.000,-0.340,21288.000,7.000,0.288,12133.000,4.000,20.841,15671.000,5.000,22.949,13162.000,5.000
E01002583,Hounslow 013A,E09000018,Hounslow,23.659,11602.000,4.000,0.121,13560.000,5.000,0.067,19515.000,6.000,8.726,23162.000,8.000,-0.306,20740.000,7.000,0.833,5076.000,2.000,47.002,711.000,1.000,31.860,7794.000,3.000
E01002584,Hounslow 013B,E09000018,Hounslow,18.791,15419.000,5.000,0.088,18263.000,6.000,0.063,20716.000,7.000,10.289,21560.000,7.000,-0.175,18749.000,6.000,0.174,13930.000,5.000,42.639,1505.000,1.000,28.767,9527.000,3.000
E01002585,Hounslow 013C,E09000018,Hounslow,28.480,8782.000,3.000,0.162,9432.000,3.000,0.100,12457.000,4.000,21.127,13057.000,4.000,-0.300,20645.000,7.000,0.215,13255.000,5.000,51.110,205.000,1.000,29.587,9056.000,3.000
E01002586,Hounslow 013D,E09000018,Hounslow,16.639,17327.000,6.000,0.082,19215.000,6.000,0.054,23579.000,8.000,15.954,16622.000,6.000,-0.555,24128.000,8.000,0.046,15953.000,5.000,35.698,3772.000,2.000,33.771,6812.000,3.000
E01002587,Hounslow 016A,E09000018,Hounslow,24.141,11297.000,4.000,0.144,11050.000,4.000,0.091,14061.000,5.000,11.658,20273.000,7.000,-0.120,17886.000,6.000,0.449,9774.000,3.000,40.743,1984.000,1.000,30.936,8294.000,3.000
E01002588,Hounslow 016B,E09000018,Hounslow,37.790,4946.000,2.000,0.274,3095.000,1.000,0.171,4946.000,2.000,42.939,4647.000,2.000,0.142,13852.000,5.000,-0.075,17767.000,6.000,41.351,1822.000,1.000,16.067,18367.000,6.000
E01002589,Hounslow 013E,E09000018,Hounslow,23.215,11917.000,4.000,0.173,8537.000,3.000,0.096,13195.000,5.000,16.630,16093.000,5.000,-0.039,16596.000,6.000,-0.311,21199.000,7.000,38.663,2599.000,1.000,19.017,16029.000,5.000
E01002590,Hounslow 022C,E09000018,Hounslow,18.708,15491.000,5.000,0.088,18181.000,6.000,0.061,21107.000,7.000,25.048,10804.000,4.000,-0.155,18459.000,6.000,0.360,11017.000,4.000,30.539,6580.000,3.000,29.748,8965.000,3.000
E01002591,Hounslow 024A,E09000018,Hounslow,21.737,12963.000,4.000,0.128,12715.000,4.000,0.088,14709.000,5.000,29.305,8857.000,3.000,0.086,14716.000,5.000,-0.276,20696.000,7.000,31.493,5970.000,2.000,23.268,12940.000,4.000
E01002592,Hounslow 022D,E09000018,Hounslow,24.445,11100.000,4.000,0.156,9936.000,4.000,0.095,13327.000,5.000,27.963,9409.000,3.000,-0.273,20252.000,7.000,-0.532,24209.000,8.000,42.499,1541.000,1.000,22.714,13326.000,5.000
E01002593,Hounslow 024B,E09000018,Hounslow,23.759,11534.000,4.000,0.114,14416.000,5.000,0.078,16864.000,6.000,18.354,14870.000,5.000,0.589,8069.000,3.000,0.730,6178.000,2.000,30.706,6470.000,2.000,29.868,8893.000,3.000
E01002594,Hounslow 024C,E09000018,Hounslow,21.842,12881.000,4.000,0.152,10309.000,4.000,0.097,13086.000,4.000,14.140,18036.000,6.000,0.027,15594.000,5.000,0.234,12958.000,4.000,29.604,7239.000,3.000,24.985,11792.000,4.000
E01002595,Hounslow 022E,E09000018,Hounslow,27.052,9557.000,3.000,0.177,8285.000,3.000,0.108,11347.000,4.000,28.597,9143.000,3.000,-0.039,16601.000,6.000,0.337,11373.000,4.000,34.092,4527.000,2.000,28.110,9888.000,4.000
E01002596,Hounslow 027A,E09000018,Hounslow,24.229,11229.000,4.000,0.149,10593.000,4.000,0.074,17683.000,6.000,16.633,16089.000,5.000,0.270,12053.000,4.000,-0.019,16982.000,6.000,41.841,1699.000,1.000,31.041,8233.000,3.000
E01002598,Hounslow 025B,E09000018,Hounslow,25.724,10352.000,4.000,0.134,12064.000,4.000,0.082,15889.000,5.000,31.310,8066.000,3.000,-0.302,20685.000,7.000,0.837,5047.000,2.000,34.507,4320.000,2.000,33.959,6711.000,3.000
E01002599,Hounslow 025C,E09000018,Hounslow,26.574,9854.000,4.000,0.165,9176.000,3.000,0.102,12274.000,4.000,31.233,8098.000,3.000,-0.343,21344.000,7.000,0.634,7274.000,3.000,38.082,2808.000,1.000,18.987,16045.000,5.000
E01002600,Hounslow 025D,E09000018,Hounslow,27.138,9513.000,3.000,0.169,8859.000,3.000,0.103,12029.000,4.000,36.925,6212.000,2.000,-0.167,18634.000,6.000,0.455,9688.000,3.000,29.312,7433.000,3.000,32.556,7437.000,3.000
E01002601,Hounslow 027B,E09000018,Hounslow,16.844,17139.000,6.000,0.106,15425.000,5.000,0.054,23586.000,8.000,16.392,16278.000,5.000,-0.255,19951.000,7.000,0.198,13526.000,5.000,36.211,3530.000,2.000,16.301,18144.000,6.000
E01002602,Hounslow 027C,E09000018,Hounslow,15.557,18387.000,6.000,0.081,19408.000,6.000,0.058,22103.000,7.000,17.460,15498.000,5.000,-0.440,22643.000,7.000,-0.418,22671.000,7.000,35.730,3761.000,2.000,25.741,11322.000,4.000
E01002603,Hounslow 025E,E09000018,Hounslow,26.622,9819.000,3.000,0.164,9288.000,3.000,0.088,14648.000,5.000,33.235,7366.000,3.000,0.397,10356.000,4.000,0.311,11773.000,4.000,37.980,2841.000,1.000,14.123,20002.000,7.000
E01002604,Hounslow 026A,E09000018,Hounslow,35.261,5805.000,2.000,0.253,3877.000,2.000,0.154,6225.000,2.000,33.488,7277.000,3.000,-0.019,16291.000,5.000,0.569,8149.000,3.000,40.324,2107.000,1.000,16.516,17975.000,6.000
E01002605,Hounslow 026B,E09000018,Hounslow,31.415,7338.000,3.000,0.193,7077.000,3.000,0.113,10668.000,4.000,26.324,10146.000,4.000,0.075,14873.000,5.000,0.683,6693.000,3.000,37.886,2877.000,1.000,37.542,5149.000,2.000
E01002606,Hounslow 026C,E09000018,Hounslow,38.199,4811.000,2.000,0.256,3754.000,2.000,0.130,8462.000,3.000,39.124,5603.000,2.000,0.676,7109.000,3.000,0.110,14992.000,5.000,46.292,842.000,1.000,24.566,12049.000,4.000
E01002607,Hounslow 026D,E09000018,Hounslow,21.091,13493.000,5.000,0.153,10229.000,4.000,0.086,15067.000,5.000,22.666,12126.000,4.000,-0.367,21685.000,7.000,0.186,13741.000,5.000,26.875,9396.000,3.000,28.202,9837.000,3.000
E01002608,Hounslow 028A,E09000018,Hounslow,30.406,7837.000,3.000,0.175,8421.000,3.000,0.137,7736.000,3.000,30.429,8392.000,3.000,0.058,15102.000,5.000,1.106,2762.000,1.000,30.359,6710.000,3.000,18.834,16167.000,5.000
E01002609,Hounslow 028B,E09000018,Hounslow,15.969,17978.000,6.000,0.090,17965.000,6.000,0.056,22754.000,7.000,13.074,18970.000,6.000,-0.362,21622.000,7.000,0.392,10569.000,4.000,27.667,8703.000,3.000,31.540,7966.000,3.000
E01002610,Hounslow 028C,E09000018,Hounslow,26.724,9741.000,3.000,0.178,8162.000,3.000,0.110,11035.000,4.000,30.498,8368.000,3.000,0.065,15017.000,5.000,0.622,7424.000,3.000,30.387,6689.000,3.000,16.898,17672.000,6.000
E01002611,Hounslow 024D,E09000018,Hounslow,21.015,13547.000,5.000,0.097,16849.000,6.000,0.074,17876.000,6.000,23.044,11875.000,4.000,-0.123,17939.000,6.000,0.713,6360.000,2.000,30.849,6388.000,2.000,30.483,8528.000,3.000
E01002612,Hounslow 024E,E09000018,Hounslow,26.874,9664.000,3.000,0.180,8059.000,3.000,0.092,14001.000,5.000,21.154,13042.000,4.000,-0.113,17788.000,6.000,1.020,3365.000,2.000,30.336,6728.000,3.000,30.987,8261.000,3.000
E01002613,Hounslow 024F,E09000018,Hounslow,18.663,15529.000,5.000,0.120,13640.000,5.000,0.079,16633.000,6.000,18.140,15042.000,5.000,-0.077,17205.000,6.000,-0.152,18912.000,6.000,27.336,8962.000,3.000,28.375,9738.000,3.000
E01002614,Hounslow 027D,E09000018,Hounslow,14.622,19316.000,6.000,0.086,18507.000,6.000,0.049,25001.000,8.000,10.991,20901.000,7.000,-0.652,25375.000,8.000,-0.505,23871.000,8.000,41.330,1830.000,1.000,21.121,14473.000,5.000
E01002615,Hounslow 026E,E09000018,Hounslow,35.997,5539.000,2.000,0.224,5324.000,2.000,0.145,7011.000,3.000,30.629,8312.000,3.000,0.342,11063.000,4.000,0.415,10233.000,4.000,48.934,461.000,1.000,19.272,15822.000,5.000
E01002616,Hounslow 027E,E09000018,Hounslow,17.155,16858.000,6.000,0.102,16016.000,5.000,0.068,19278.000,6.000,23.838,11425.000,4.000,-0.025,16383.000,5.000,-0.053,17469.000,6.000,23.951,12197.000,4.000,24.358,12189.000,4.000
E01002617,Hounslow 028D,E09000018,Hounslow,13.082,20968.000,7.000,0.062,23305.000,8.000,0.046,25935.000,8.000,12.086,19867.000,7.000,-0.727,26206.000,8.000,-0.302,21070.000,7.000,38.835,2543.000,1.000,21.920,13901.000,5.000
E01002618,Hounslow 011A,E09000018,Hounslow,16.027,17916.000,6.000,0.101,16159.000,5.000,0.070,18659.000,6.000,8.055,23883.000,8.000,-0.617,24929.000,8.000,0.325,11560.000,4.000,27.987,8449.000,3.000,29.869,8891.000,3.000
E01002619,Hounslow 010A,E09000018,Hounslow,18.826,15394.000,5.000,0.127,12921.000,4.000,0.062,21012.000,7.000,11.638,20294.000,7.000,-0.522,23714.000,8.000,0.502,9060.000,3.000,35.336,3919.000,2.000,26.614,10803.000,4.000
E01002620,Hounslow 004A,E09000018,Hounslow,25.894,10260.000,4.000,0.169,8854.000,3.000,0.098,12843.000,4.000,14.589,17689.000,6.000,-0.284,20402.000,7.000,0.747,5975.000,2.000,37.474,3031.000,1.000,30.595,8460.000,3.000
E01002621,Hounslow 011B,E09000018,Hounslow,20.065,14294.000,5.000,0.124,13258.000,5.000,0.083,15756.000,5.000,11.988,19948.000,7.000,-0.227,19520.000,6.000,0.124,14739.000,5.000,34.556,4291.000,2.000,30.217,8685.000,3.000
E01002622,Hounslow 010B,E09000018,Hounslow,22.887,12136.000,4.000,0.123,13317.000,5.000,0.072,18148.000,6.000,8.292,23652.000,8.000,-0.090,17402.000,6.000,0.955,3875.000,2.000,41.049,1913.000,1.000,26.462,10902.000,4.000
E01002623,Hounslow 011C,E09000018,Hounslow,28.246,8903.000,3.000,0.167,8997.000,3.000,0.116,10239.000,4.000,11.543,20379.000,7.000,0.447,9754.000,3.000,0.525,8734.000,3.000,41.414,1800.000,1.000,25.124,11702.000,4.000
E01002624,Hounslow 017A,E09000018,Hounslow,21.671,13021.000,4.000,0.095,17044.000,6.000,0.068,19275.000,6.000,8.699,23189.000,8.000,-0.345,21365.000,7.000,0.538,8572.000,3.000,43.248,1375.000,1.000,40.185,4203.000,2.000
E01002625,Hounslow 004B,E09000018,Hounslow,16.440,17517.000,6.000,0.102,16048.000,5.000,0.076,17312.000,6.000,11.016,20871.000,7.000,-0.748,26435.000,9.000,0.039,16068.000,5.000,30.612,6522.000,2.000,29.301,9215.000,3.000
E01002626,Hounslow 004C,E09000018,Hounslow,18.608,15569.000,5.000,0.098,16582.000,6.000,0.071,18374.000,6.000,10.462,21396.000,7.000,-0.331,21137.000,7.000,0.948,3954.000,2.000,28.783,7832.000,3.000,25.600,11408.000,4.000
E01002627,Hounslow 004D,E09000018,Hounslow,28.971,8506.000,3.000,0.213,5952.000,2.000,0.136,7825.000,3.000,19.236,14234.000,5.000,0.305,11555.000,4.000,-0.496,23724.000,8.000,40.358,2094.000,1.000,16.808,17749.000,6.000
E01002628,Hounslow 011D,E09000018,Hounslow,17.193,16819.000,6.000,0.120,13624.000,5.000,0.059,21695.000,7.000,7.717,24223.000,8.000,-0.495,23355.000,8.000,0.447,9804.000,3.000,31.649,5878.000,2.000,28.640,9592.000,3.000
E01002629,Hounslow 011E,E09000018,Hounslow,23.111,11979.000,4.000,0.149,10606.000,4.000,0.081,15992.000,5.000,8.379,23549.000,8.000,-0.036,16543.000,6.000,0.435,9967.000,4.000,38.367,2709.000,1.000,32.640,7385.000,3.000
E01002630,Hounslow 012A,E09000018,Hounslow,17.060,16936.000,6.000,0.089,18086.000,6.000,0.055,23087.000,8.000,6.079,26084.000,8.000,-0.959,28491.000,9.000,0.464,9577.000,3.000,39.052,2467.000,1.000,34.000,6692.000,3.000
